strategy,x,y,mean_visits
pheromone,10,9,0.3333333333333333
pheromone,10,10,0.3
pheromone,10,11,0.13333333333333333
pheromone,10,12,0.16666666666666666
pheromone,10,13,0.1
pheromone,10,14,0.4
pheromone,10,15,0.3333333333333333
pheromone,10,16,0.26666666666666666
pheromone,10,17,0.1
pheromone,10,18,0.3
pheromone,10,19,0.3333333333333333
pheromone,11,0,2.8333333333333335
pheromone,11,1,3.2333333333333334
pheromone,11,2,2.933333333333333
pheromone,11,3,2.966666666666667
pheromone,11,4,2.566666666666667
pheromone,11,5,1.9666666666666666
pheromone,11,6,0.6666666666666666
pheromone,11,7,0.4666666666666667
pheromone,11,8,0.5666666666666667
pheromone,11,9,0.36666666666666664
pheromone,11,10,0.3
pheromone,11,11,0.1
pheromone,11,12,0.06666666666666667
pheromone,11,13,0.23333333333333334
pheromone,11,14,0.43333333333333335
pheromone,11,15,0.4666666666666667
pheromone,11,16,0.43333333333333335
pheromone,11,17,0.4
pheromone,11,18,0.4666666666666667
pheromone,11,19,0.36666666666666664
pheromone,12,0,2.7333333333333334
pheromone,12,1,2.6
pheromone,12,2,2.7
pheromone,12,3,2.5
pheromone,12,4,1.8333333333333333
pheromone,12,5,1.2333333333333334
pheromone,12,6,0.4666666666666667
pheromone,12,7,0.5666666666666667
pheromone,12,8,0.6333333333333333
pheromone,12,9,0.43333333333333335
pheromone,12,10,0.13333333333333333
pheromone,12,11,0.1
pheromone,12,12,0.1
pheromone,12,13,0.13333333333333333
pheromone,12,14,0.16666666666666666
pheromone,12,15,0.3333333333333333
pheromone,12,16,0.4666666666666667
pheromone,12,17,0.4666666666666667
pheromone,12,18,0.36666666666666664
pheromone,12,19,0.36666666666666664
pheromone,13,0,3.033333333333333
pheromone,13,1,2.933333333333333
pheromone,13,2,2.6666666666666665
pheromone,13,3,2.0
pheromone,13,4,1.5
pheromone,13,5,0.5666666666666667
pheromone,13,6,0.5
pheromone,13,7,0.5333333333333333
pheromone,13,8,0.3
pheromone,13,9,0.3
pheromone,13,10,0.26666666666666666
pheromone,13,11,0.2
pheromone,13,12,0.13333333333333333
pheromone,13,13,0.23333333333333334
pheromone,13,14,0.2
pheromone,13,15,0.3
pheromone,13,16,0.23333333333333334
pheromone,13,17,0.3333333333333333
pheromone,13,18,0.2
pheromone,13,19,0.36666666666666664
pheromone,14,0,1.4666666666666666
pheromone,14,1,1.6
pheromone,14,2,1.7666666666666666
pheromone,14,3,1.8666666666666667
pheromone,14,4,1.9
pheromone,14,5,0.8
pheromone,14,6,0.4666666666666667
pheromone,14,7,0.5666666666666667
pheromone,14,8,0.5
pheromone,14,9,0.3333333333333333
pheromone,14,10,0.26666666666666666
pheromone,14,11,0.26666666666666666
pheromone,14,12,0.03333333333333333
pheromone,14,13,0.23333333333333334
pheromone,14,14,0.16666666666666666
pheromone,14,15,0.4666666666666667
pheromone,14,16,0.5333333333333333
pheromone,14,17,0.43333333333333335
pheromone,14,18,0.3
pheromone,14,19,0.3333333333333333
pheromone,15,0,1.4666666666666666
pheromone,15,1,1.6
pheromone,15,2,1.3
pheromone,15,3,1.6666666666666667
pheromone,15,4,1.6
pheromone,15,5,0.8666666666666667
pheromone,15,6,0.8666666666666667
pheromone,15,7,0.3333333333333333
pheromone,15,8,0.7666666666666667
pheromone,15,9,0.9
pheromone,15,10,0.4666666666666667
pheromone,15,11,0.16666666666666666
pheromone,15,12,0.1
pheromone,15,13,0.4
pheromone,15,14,0.6
pheromone,15,15,0.6333333333333333
pheromone,15,16,0.6333333333333333
pheromone,15,17,0.6666666666666666
pheromone,15,18,0.5
pheromone,15,19,0.3333333333333333
pheromone,16,0,1.5333333333333334
pheromone,16,1,0.8
pheromone,16,2,0.6
pheromone,16,3,1.0
pheromone,16,4,1.4666666666666666
pheromone,16,5,1.3
pheromone,16,6,1.0666666666666667
pheromone,16,7,0.36666666666666664
pheromone,16,8,1.2666666666666666
pheromone,16,9,1.1
pheromone,16,10,0.8333333333333334
pheromone,16,11,0.43333333333333335
pheromone,16,12,0.4
pheromone,16,13,0.5666666666666667
pheromone,16,14,0.7666666666666667
pheromone,16,15,0.9666666666666667
pheromone,16,16,0.5
pheromone,16,17,0.6
pheromone,16,18,0.5
pheromone,16,19,0.5
pheromone,17,0,1.7666666666666666
pheromone,17,1,1.3
pheromone,17,2,1.5
pheromone,17,3,1.2666666666666666
pheromone,17,4,0.8
pheromone,17,5,1.1
pheromone,17,6,1.2666666666666666
pheromone,17,7,0.8
pheromone,17,8,1.1666666666666667
pheromone,17,9,1.0333333333333334
pheromone,17,10,0.8666666666666667
pheromone,17,11,1.0333333333333334
pheromone,17,12,1.0666666666666667
pheromone,17,13,1.1
pheromone,17,14,0.13333333333333333
pheromone,17,15,0.6666666666666666
pheromone,17,16,0.6333333333333333
pheromone,17,17,0.6
pheromone,17,18,0.36666666666666664
pheromone,17,19,0.6333333333333333
pheromone,18,0,2.066666666666667
pheromone,18,1,1.5666666666666667
pheromone,18,2,1.8
pheromone,18,3,1.4
pheromone,18,4,0.9
pheromone,18,5,1.1
pheromone,18,6,1.4333333333333333
pheromone,18,7,1.3333333333333333
pheromone,18,8,1.1
pheromone,18,9,1.4333333333333333
pheromone,18,10,0.9666666666666667
pheromone,18,11,0.9
pheromone,18,12,0.4666666666666667
pheromone,18,13,0.9
pheromone,18,14,0.3
pheromone,18,15,0.7
pheromone,18,16,0.36666666666666664
pheromone,18,17,0.3
pheromone,18,18,0.26666666666666666
pheromone,18,19,0.5666666666666667
pheromone,19,0,1.3333333333333333
pheromone,19,1,1.4666666666666666
pheromone,19,2,1.8
pheromone,19,3,2.3
pheromone,19,4,1.5666666666666667
pheromone,19,5,0.9666666666666667
pheromone,19,6,1.3
pheromone,19,7,1.3333333333333333
pheromone,19,8,0.6666666666666666
pheromone,19,9,1.3
pheromone,19,10,1.1333333333333333
pheromone,19,11,0.6
pheromone,19,12,0.7
pheromone,19,13,0.9666666666666667
pheromone,19,14,0.7
pheromone,19,15,0.8333333333333334
pheromone,19,16,0.5
pheromone,19,17,0.6333333333333333
pheromone,19,18,0.6666666666666666
pheromone,19,19,0.5
